segment_variable,group,n,question_number,scale_type,item,mean,pct_1_2,pct_4_5,pct_5,net
Age,55-64,65,22,agreement,I consider myself to be a member of the WordPress community.,3.85,12.3,73.8,29.2,61.5
Age,25-34,39,22,agreement,I consider myself to be a member of the WordPress community.,3.67,17.9,59.0,28.2,41.0
Age,65-74,20,22,agreement,I consider myself to be a member of the WordPress community.,4.0,0.0,80.0,20.0,80.0
Age,All respondents,431,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",2.87,38.1,32.7,4.6,-5.3
Age,35-44,161,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",2.88,34.2,30.4,4.3,-3.7
Age,45-54,135,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",2.77,45.9,31.9,4.4,-14.1
Age,55-64,65,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",2.98,27.7,32.3,3.1,4.6
Age,25-34,39,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",2.85,48.7,38.5,7.7,-10.3
Age,65-74,20,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",3.35,20.0,55.0,10.0,35.0
Age,All respondents,431,31,sentiment,How do you feel about the future of the WordPress open source project?,2.8,39.0,24.4,5.1,-14.6
Age,35-44,161,31,sentiment,How do you feel about the future of the WordPress open source project?,2.76,39.1,24.2,5.0,-14.9
Age,45-54,135,31,sentiment,How do you feel about the future of the WordPress open source project?,2.73,43.7,20.0,5.2,-23.7
Age,55-64,65,31,sentiment,How do you feel about the future of the WordPress open source project?,2.94,30.8,27.7,4.6,-3.1
Age,25-34,39,31,sentiment,How do you feel about the future of the WordPress open source project?,3.03,33.3,33.3,10.3,0.0
Age,65-74,20,31,sentiment,How do you feel about the future of the WordPress open source project?,3.05,20.0,35.0,0.0,15.0
Age,All respondents,431,34,importance,WordPress open source software,4.58,1.4,94.0,65.4,92.6
Age,35-44,161,34,importance,WordPress open source software,4.58,1.2,94.4,64.6,93.2
Age,45-54,135,34,importance,WordPress open source software,4.63,1.5,95.6,69.6,94.1
Age,55-64,65,34,importance,WordPress open source software,4.54,1.5,92.3,64.6,90.8
Age,25-34,39,34,importance,WordPress open source software,4.59,0.0,94.9,64.1,94.9
Age,65-74,20,34,importance,WordPress open source software,4.5,0.0,95.0,55.0,95.0
Age,All respondents,431,34,importance,The WordPress community,4.13,7.0,80.3,41.8,73.3
Age,35-44,161,34,importance,The WordPress community,4.19,4.3,82.6,41.0,78.3
Age,45-54,135,34,importance,The WordPress community,4.16,9.6,80.7,49.6,71.1
Age,55-64,65,34,importance,The WordPress community,4.05,9.2,76.9,41.5,67.7
Age,25-34,39,34,importance,The WordPress community,4.03,7.7,76.9,35.9,69.2
Age,65-74,20,34,importance,The WordPress community,4.1,0.0,85.0,25.0,85.0
Age,All respondents,431,34,importance,WordPress events and meetups,3.26,26.7,50.1,19.5,23.4
Age,35-44,161,34,importance,WordPress events and meetups,3.39,21.7,54.7,19.3,32.9
Age,45-54,135,34,importance,WordPress events and meetups,3.24,29.6,49.6,22.2,20.0
Age,55-64,65,34,importance,WordPress events and meetups,3.15,29.2,49.2,23.1,20.0
Age,25-34,39,34,importance,WordPress events and meetups,3.31,28.2,51.3,17.9,23.1
Age,65-74,20,34,importance,WordPress events and meetups,2.95,25.0,30.0,5.0,5.0
Age,All respondents,431,34,importance,Contributing to WordPress,3.31,18.8,45.7,13.9,26.9
Age,35-44,161,34,importance,Contributing to WordPress,3.4,13.0,46.0,12.4,32.9
Age,45-54,135,34,importance,Contributing to WordPress,3.33,22.2,48.9,16.3,26.7
Age,55-64,65,34,importance,Contributing to WordPress,3.15,23.1,43.1,13.8,20.0
Age,25-34,39,34,importance,Contributing to WordPress,3.36,20.5,46.2,20.5,25.6
Age,65-74,20,34,importance,Contributing to WordPress,3.1,20.0,40.0,5.0,20.0
Age,All respondents,431,34,importance,Open source values,4.48,2.6,90.7,61.9,88.2
Age,35-44,161,34,importance,Open source values,4.55,0.0,95.0,59.6,95.0
Age,45-54,135,34,importance,Open source values,4.41,5.2,86.7,63.7,81.5
Age,55-64,65,34,importance,Open source values,4.55,4.6,89.2,73.8,84.6
Age,25-34,39,34,importance,Open source values,4.44,0.0,89.7,53.8,89.7
Age,65-74,20,34,importance,Open source values,4.45,5.0,90.0,60.0,85.0
Age,All respondents,431,34,importance,AI in WordPress,2.47,52.7,29.0,12.8,-23.7
Age,35-44,161,34,importance,AI in WordPress,2.57,52.2,30.4,14.3,-21.7
Age,45-54,135,34,importance,AI in WordPress,2.37,55.6,28.1,13.3,-27.4
Age,55-64,65,34,importance,AI in WordPress,2.37,52.3,24.6,7.7,-27.7
Age,25-34,39,34,importance,AI in WordPress,2.72,46.2,41.0,15.4,-5.1
Age,65-74,20,34,importance,AI in WordPress,2.5,45.0,20.0,10.0,-25.0
Age,All respondents,431,34,importance,Security in WordPress,4.68,1.4,95.1,75.6,93.7
Age,35-44,161,34,importance,Security in WordPress,4.69,0.0,95.0,73.9,95.0
Age,45-54,135,34,importance,Security in WordPress,4.63,3.0,94.1,74.1,91.1
Age,55-64,65,34,importance,Security in WordPress,4.71,3.1,93.8,83.1,90.8
Age,25-34,39,34,importance,Security in WordPress,4.74,0.0,100.0,74.4,100.0
Age,65-74,20,34,importance,Security in WordPress,4.8,0.0,100.0,80.0,100.0
Age,All respondents,431,34,importance,Web standards and compliance,4.57,1.6,93.7,65.9,92.1
Age,35-44,161,34,importance,Web standards and compliance,4.58,0.6,93.2,65.2,92.5
Age,45-54,135,34,importance,Web standards and compliance,4.61,3.0,94.8,71.1,91.9
Age,55-64,65,34,importance,Web standards and compliance,4.54,3.1,93.8,66.2,90.8
Age,25-34,39,34,importance,Web standards and compliance,4.49,0.0,89.7,59.0,89.7
Age,65-74,20,34,importance,Web standards and compliance,4.6,0.0,100.0,60.0,100.0
Age,All respondents,431,34,importance,WordPress leadership,4.04,8.1,73.8,43.4,65.7
Age,35-44,161,34,importance,WordPress leadership,4.0,8.7,72.7,41.0,64.0
Age,45-54,135,34,importance,WordPress leadership,4.17,6.7,80.7,48.1,74.1
Age,55-64,65,34,importance,WordPress leadership,3.92,10.8,69.2,40.0,58.5
Age,25-34,39,34,importance,WordPress leadership,4.05,5.1,69.2,46.2,64.1
Age,65-74,20,34,importance,WordPress leadership,4.05,5.0,60.0,50.0,55.0
Age,All respondents,431,34,importance,WordPress governance,4.17,5.8,76.6,50.8,70.8
Age,35-44,161,34,importance,WordPress governance,4.09,6.2,72.0,47.8,65.8
Age,45-54,135,34,importance,WordPress governance,4.33,5.2,85.9,57.0,80.7
Age,55-64,65,34,importance,WordPress governance,4.11,7.7,73.8,50.8,66.2
Age,25-34,39,34,importance,WordPress governance,4.03,5.1,69.2,43.6,64.1
Age,65-74,20,34,importance,WordPress governance,4.2,5.0,70.0,55.0,65.0
Age,All respondents,431,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",3.14,25.5,41.5,12.5,16.0
Age,35-44,161,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",3.16,24.8,42.2,12.4,17.4
Age,45-54,135,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",3.14,24.4,43.0,9.6,18.5
Age,55-64,65,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",3.08,29.2,38.5,13.8,9.2
Age,25-34,39,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",3.08,28.2,35.9,17.9,7.7
Age,65-74,20,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",3.4,15.0,50.0,15.0,35.0
Age,All respondents,431,34,importance,Enterprise/scale issues,3.13,24.8,40.1,11.1,15.3
Age,35-44,161,34,importance,Enterprise/scale issues,3.2,22.4,42.9,11.2,20.5
Age,45-54,135,34,importance,Enterprise/scale issues,3.08,24.4,38.5,10.4,14.1
Age,55-64,65,34,importance,Enterprise/scale issues,3.03,29.2,35.4,13.8,6.2
Age,25-34,39,34,importance,Enterprise/scale issues,3.33,23.1,51.3,17.9,28.2
Age,65-74,20,34,importance,Enterprise/scale issues,2.95,25.0,30.0,0.0,5.0
Age,All respondents,431,34,importance,Collaboration with the greater open source ecosystem,3.82,8.8,67.7,26.0,58.9
Age,35-44,161,34,importance,Collaboration with the greater open source ecosystem,3.88,6.2,67.7,27.3,61.5
Age,45-54,135,34,importance,Collaboration with the greater open source ecosystem,3.76,11.9,68.9,25.9,57.0
Age,55-64,65,34,importance,Collaboration with the greater open source ecosystem,3.88,6.2,73.8,24.6,67.7
Age,25-34,39,34,importance,Collaboration with the greater open source ecosystem,3.79,12.8,66.7,25.6,53.8
Age,65-74,20,34,importance,Collaboration with the greater open source ecosystem,3.75,5.0,55.0,25.0,50.0
Age,All respondents,431,38,importance,Personal capacity,4.22,3.7,82.8,44.5,79.1
Age,35-44,161,38,importance,Personal capacity,4.38,3.7,86.3,55.9,82.6
Age,45-54,135,38,importance,Personal capacity,4.16,3.7,82.2,40.0,78.5
Age,55-64,65,38,importance,Personal capacity,3.97,7.7,75.4,32.3,67.7
Age,25-34,39,38,importance,Personal capacity,4.36,0.0,89.7,46.2,89.7
Age,65-74,20,38,importance,Personal capacity,4.1,0.0,80.0,30.0,80.0
Age,All respondents,431,38,importance,Financial incentives/restraints,3.05,27.4,33.6,11.8,6.3
Age,35-44,161,38,importance,Financial incentives/restraints,3.17,26.7,37.9,15.5,11.2
Age,45-54,135,38,importance,Financial incentives/restraints,3.01,26.7,31.9,9.6,5.2
Age,55-64,65,38,importance,Financial incentives/restraints,2.88,32.3,32.3,4.6,0.0
Age,25-34,39,38,importance,Financial incentives/restraints,3.08,30.8,33.3,20.5,2.6
Age,65-74,20,38,importance,Financial incentives/restraints,2.95,20.0,25.0,5.0,5.0
Age,All respondents,431,38,importance,Impact of my contributions to the project,3.4,14.4,47.8,12.8,33.4
Age,35-44,161,38,importance,Impact of my contributions to the project,3.57,11.8,52.8,18.6,41.0
Age,45-54,135,38,importance,Impact of my contributions to the project,3.35,15.6,45.2,9.6,29.6
Age,55-64,65,38,importance,Impact of my contributions to the project,3.35,13.8,50.8,9.2,36.9
Age,25-34,39,38,importance,Impact of my contributions to the project,3.21,23.1,43.6,12.8,20.5
Age,65-74,20,38,importance,Impact of my contributions to the project,3.15,10.0,25.0,0.0,15.0
Age,All respondents,431,38,importance,Impact of my participation on my professional or personal life,3.6,9.5,58.5,15.3,49.0
Age,35-44,161,38,importance,Impact of my participation on my professional or personal life,3.68,7.5,62.1,16.8,54.7
Age,45-54,135,38,importance,Impact of my participation on my professional or personal life,3.72,9.6,67.4,17.8,57.8
Age,55-64,65,38,importance,Impact of my participation on my professional or personal life,3.32,15.4,44.6,12.3,29.2
Age,25-34,39,38,importance,Impact of my participation on my professional or personal life,3.51,12.8,51.3,15.4,38.5
Age,65-74,20,38,importance,Impact of my participation on my professional or personal life,3.35,5.0,35.0,5.0,30.0
Age,All respondents,431,38,importance,Understanding how to participate,3.59,10.7,59.6,16.2,49.0
Age,35-44,161,38,importance,Understanding how to participate,3.63,9.9,62.1,14.9,52.2
Age,45-54,135,38,importance,Understanding how to participate,3.66,8.1,61.5,17.8,53.3
Age,55-64,65,38,importance,Understanding how to participate,3.51,12.3,53.8,18.5,41.5
Age,25-34,39,38,importance,Understanding how to participate,3.62,17.9,69.2,23.1,51.3
Age,65-74,20,38,importance,Understanding how to participate,3.4,10.0,45.0,5.0,35.0
Age,All respondents,431,38,importance,Mentorship or guidance,3.08,23.9,33.4,7.4,9.5
Age,35-44,161,38,importance,Mentorship or guidance,2.97,28.0,29.8,5.0,1.9
Age,45-54,135,38,importance,Mentorship or guidance,3.12,22.2,34.8,8.1,12.6
Age,55-64,65,38,importance,Mentorship or guidance,3.17,18.5,36.9,9.2,18.5
Age,25-34,39,38,importance,Mentorship or guidance,3.23,25.6,46.2,12.8,20.5
Age,65-74,20,38,importance,Mentorship or guidance,3.25,15.0,35.0,10.0,20.0
Age,All respondents,431,38,importance,Project roadmap,3.43,17.2,51.7,14.2,34.6
Age,35-44,161,38,importance,Project roadmap,3.42,16.8,50.9,11.8,34.2
Age,45-54,135,38,importance,Project roadmap,3.34,20.7,48.9,12.6,28.1
Age,55-64,65,38,importance,Project roadmap,3.37,16.9,46.2,18.5,29.2
Age,25-34,39,38,importance,Project roadmap,3.74,12.8,66.7,25.6,53.8
Age,65-74,20,38,importance,Project roadmap,3.4,15.0,50.0,10.0,35.0
Age,All respondents,431,38,importance,Project leadership,3.83,12.5,67.3,32.7,54.8
Age,35-44,161,38,importance,Project leadership,3.75,14.9,64.6,28.6,49.7
Age,45-54,135,38,importance,Project leadership,3.96,8.9,71.9,37.0,63.0
Age,55-64,65,38,importance,Project leadership,3.8,12.3,64.6,36.9,52.3
Age,25-34,39,38,importance,Project leadership,3.92,17.9,74.4,41.0,56.4
Age,65-74,20,38,importance,Project leadership,3.55,10.0,50.0,20.0,40.0
Age,All respondents,431,38,importance,Project governance/policies,3.85,10.4,66.4,32.7,55.9
Age,35-44,161,38,importance,Project governance/policies,3.75,13.0,60.2,30.4,47.2
Age,45-54,135,38,importance,Project governance/policies,4.0,7.4,73.3,37.0,65.9
Age,55-64,65,38,importance,Project governance/policies,3.92,7.7,69.2,36.9,61.5
Age,25-34,39,38,importance,Project governance/policies,3.77,12.8,69.2,25.6,56.4
Age,65-74,20,38,importance,Project governance/policies,3.45,20.0,45.0,25.0,25.0
Age,All respondents,431,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",3.99,7.7,75.6,33.6,68.0
Age,35-44,161,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",3.94,7.5,72.7,31.1,65.2
Age,45-54,135,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",4.04,8.1,77.0,37.8,68.9
Age,55-64,65,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",4.05,6.2,80.0,35.4,73.8
Age,25-34,39,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",3.97,10.3,82.1,28.2,71.8
Age,65-74,20,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",3.95,5.0,70.0,30.0,65.0
Age,All respondents,431,38,importance,Participation in the WordPress community,3.52,10.0,53.4,15.3,43.4
Age,35-44,161,38,importance,Participation in the WordPress community,3.57,6.2,52.2,13.7,46.0
Age,45-54,135,38,importance,Participation in the WordPress community,3.53,13.3,58.5,17.0,45.2
Age,55-64,65,38,importance,Participation in the WordPress community,3.42,12.3,49.2,15.4,36.9
Age,25-34,39,38,importance,Participation in the WordPress community,3.54,12.8,56.4,20.5,43.6
Age,65-74,20,38,importance,Participation in the WordPress community,3.65,0.0,55.0,10.0,55.0
Age,All respondents,431,38,importance,Feeling welcome/included,4.06,5.8,76.3,39.2,70.5
Age,35-44,161,38,importance,Feeling welcome/included,4.13,4.3,81.4,37.3,77.0
Age,45-54,135,38,importance,Feeling welcome/included,4.13,5.9,77.0,44.4,71.1
Age,55-64,65,38,importance,Feeling welcome/included,4.03,7.7,76.9,41.5,69.2
Age,25-34,39,38,importance,Feeling welcome/included,4.0,7.7,71.8,43.6,64.1
Age,65-74,20,38,importance,Feeling welcome/included,3.85,0.0,65.0,20.0,65.0
Age,All respondents,431,38,importance,Participating in a language other than English,2.46,45.2,19.7,6.3,-25.5
Age,35-44,161,38,importance,Participating in a language other than English,2.41,46.0,16.8,6.8,-29.2
Age,45-54,135,38,importance,Participating in a language other than English,2.41,48.9,20.0,6.7,-28.9
Age,55-64,65,38,importance,Participating in a language other than English,2.62,35.4,20.0,3.1,-15.4
Age,25-34,39,38,importance,Participating in a language other than English,2.36,56.4,28.2,7.7,-28.2
Age,65-74,20,38,importance,Participating in a language other than English,2.9,30.0,30.0,10.0,0.0
Age,All respondents,431,38,importance,Working asynchronously,3.61,11.6,55.5,24.1,43.9
Age,35-44,161,38,importance,Working asynchronously,3.73,13.0,59.6,33.5,46.6
Age,45-54,135,38,importance,Working asynchronously,3.65,9.6,60.0,21.5,50.4
Age,55-64,65,38,importance,Working asynchronously,3.31,12.3,44.6,9.2,32.3
Age,25-34,39,38,importance,Working asynchronously,3.54,17.9,56.4,25.6,38.5
Age,65-74,20,38,importance,Working asynchronously,3.45,0.0,35.0,10.0,35.0
Age,All respondents,431,50,agreement,Attending in-person WordPress-related events is important to me.,3.13,35.3,46.6,21.3,11.4
Age,35-44,161,50,agreement,Attending in-person WordPress-related events is important to me.,3.22,34.8,48.4,24.8,13.7
Age,45-54,135,50,agreement,Attending in-person WordPress-related events is important to me.,3.19,32.6,48.1,20.7,15.6
Age,55-64,65,50,agreement,Attending in-person WordPress-related events is important to me.,2.92,38.5,46.2,16.9,7.7
Age,25-34,39,50,agreement,Attending in-person WordPress-related events is important to me.,3.38,30.8,56.4,30.8,25.6
Age,65-74,20,50,agreement,Attending in-person WordPress-related events is important to me.,2.75,35.0,25.0,5.0,-10.0
